"css-175oi2r href","css-9pa8cd src","css-1jxf684","r-4qtqp9 src","css-1jxf684 2","css-1jxf684 3","css-146c3p1 href","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","r-4qtqp9 src 2","css-1jxf684 9","css-1jxf684 10","r-4qtqp9 src 3","css-1jxf684 11","css-1jxf684 12","css-146c3p1 2","css-1jxf684 href 4","css-1jxf684 14","css-9pa8cd src 3","r-1p0dtai src"
"https://x.com/soberberries","https://pbs.twimg.com/profile_images/1962904081040617473/xsaX24Bt_normal.jpg","sarah seymour","https://abs.twimg.com/emoji/v2/svg/1f56f.svg","@soberberries","·","https://x.com/soberberries/status/2052760975011651802","4h","Ini","Indosat","gangguan kah?","1","https://x.com/soberberries/status/2052760975011651802/analytics","89","","","","","","","","","","",""
"https://x.com/ninandyh","https://pbs.twimg.com/profile_images/1996212303151403009/B2mlioZh_normal.jpg","Nin","","@ninandyh","·","https://x.com/ninandyh/status/2052708348324405745","8h","ini sinyal","indosat","knp tiba2 gabisa buat internetan sih","1","https://x.com/ninandyh/status/2052708348324405745/analytics","242","https://abs.twimg.com/emoji/v2/svg/1f620.svg","2","","","","","","","","",""
"https://x.com/putri_uthi2026","https://pbs.twimg.com/profile_images/1826156226486611970/AElFeKXG_normal.jpg","Uthie","","@putri_uthi2026","·","https://x.com/putri_uthi2026/status/2052765393069174974","4h","Gimana untuk jadwal teknisi nya
Ini sudah seharian loh dari pagi nggak ada koneksi dengan modem tetap menyala
Kalau tidak bisa tolong kembalikan saja uang saya yg kemarin saya bayar WiFi nya
Saya mau pindah provider lain nya
After sales","Indosat","gimana ni","","https://x.com/putri_uthi2026/status/2052765393069174974/analytics","44","","","@HiFicare","","","","","","","",""
"https://x.com/Sleafig_0110","https://pbs.twimg.com/profile_images/2035159731740827650/qxVRzx8y_normal.jpg","NiteGirl_4869","","@Sleafig_0110","·","https://x.com/Sleafig_0110/status/2052716348502065304","7h","IM3 kenapa sinyalnya ilang timbul","","","1","https://x.com/Sleafig_0110/status/2052716348502065304/analytics","126","https://abs.twimg.com/emoji/v2/svg/1f62e-200d-1f4a8.svg","","","https://abs.twimg.com/emoji/v2/svg/1f611.svg","@indosat","","","","","",""
"https://x.com/pert0212","https://pbs.twimg.com/profile_images/1792497704301658112/G28kYlDf_normal.jpg","jeannn","","@pert0212","·","https://x.com/pert0212/status/2052769997920055792","4h","gangguan kah ?","indosat","","","https://x.com/pert0212/status/2052769997920055792/analytics","12","","","","","","","","","","",""
"https://x.com/emble953574","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","emble","","@emble953574","·","https://x.com/emble953574/status/2052743644734722401","5h","halo ini kenapa kartu m3 saya tiba tiba mati ya. Sinyal gak keluar dan gak bisa dihubungi","","","1","https://x.com/emble953574/status/2052743644734722401/analytics","49","","","","","@indosat","","","","","",""
"https://x.com/anggotaanasa","https://pbs.twimg.com/profile_images/2037734023288832000/WjKLIbCE_normal.jpg","beey","https://abs.twimg.com/emoji/v2/svg/1f340.svg","@anggotaanasa","·","https://x.com/anggotaanasa/status/2052718942331031564","7h","lagi kenapa sih? ga bisa dipake buat internetan","indosat","","","https://x.com/anggotaanasa/status/2052718942331031564/analytics","72","","","","","","","","","","",""
"https://x.com/gloomysundai","https://pbs.twimg.com/profile_images/1543327434614788096/xeiuTEvb_normal.jpg","ai","","@gloomysundai","·","https://x.com/gloomysundai/status/2052777824852099389","3h","kak wifinya merah kak ini complain kemana ya?","","","1","https://x.com/gloomysundai/status/2052777824852099389/analytics","25","","","","","@indosat","","","","","",""
"https://x.com/heedoyaaa","https://pbs.twimg.com/profile_images/1955467012970516483/lfJYB7N3_normal.jpg","nab","","@heedoyaaa","·","https://x.com/heedoyaaa/status/2052748298889605591","5h","plis knpsih gabisa internetan","Indosat","","1","https://x.com/heedoyaaa/status/2052748298889605591/analytics","99","","","","","@indosat","","","","","",""
"https://x.com/YTslea","https://pbs.twimg.com/profile_images/1644276160107515904/mTzkW892_normal.jpg","ً","","@YTslea","·","https://x.com/YTslea/status/2051858735681974464","May 6","WTB kuota","Indosat","","7","https://x.com/YTslea/status/2051858735681974464/analytics","672","","1","","","","#zonauang","","","","",""
"https://x.com/midnightlunev","https://pbs.twimg.com/profile_images/1978161482329370624/M0prMpiQ_normal.jpg","v","","@midnightlunev","·","https://x.com/midnightlunev/status/2051230284549587259","May 4","Ini kenapa ya","indosat","signalnya bisa jelek bgt sampe E? Bar nya juga cuma 2, gabisa buat intenetan","5","https://x.com/midnightlunev/status/2051230284549587259/analytics","1.6K","","9","@indosatim3","","@indosat","","","","","",""
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2052702186279239772","8h","Hai Kak, maaf atas pengalamannya ya, untuk pengecekan lebih lanjut, bisa infokan nomor IM3 dan detailnya via DM ya. Aku tunggu konfirmasinya. Terima kasih^Yuji","","","1","https://x.com/indosat/status/2052702186279239772/analytics","111","","","","","","","Replying to","https://x.com/Agen_properti_","@Agen_properti_","",""
"https://x.com/Sleafig_0110","https://pbs.twimg.com/profile_images/2035159731740827650/qxVRzx8y_normal.jpg","NiteGirl_4869","","@Sleafig_0110","·","https://x.com/Sleafig_0110/status/2052717271773294656","7h","","Indosat","ini kenapa sinyalnya ilang timbul terus dari tadi","","https://x.com/Sleafig_0110/status/2052717271773294656/analytics","59","https://abs.twimg.com/emoji/v2/svg/1f62e-200d-1f4a8.svg","","@indos","https://abs.twimg.com/emoji/v2/svg/1f611.svg","","","","","","",""
"https://x.com/PusRinii","https://pbs.twimg.com/profile_images/1161502088737767430/qx1SiEFY_normal.jpg","Puspita Rini Sobari","","@PusRinii","·","https://x.com/PusRinii/status/2052749000974176661","5h","IM3 anak saya error lagi jaringannya di rumah.","Indosat","kenapa ya ga stabil banget koneksinya dirumah saya. Udah langganan paket besar tapi malah jelek banget koneksinya.","","https://x.com/PusRinii/status/2052749000974176661/analytics","68","","","@CareIM3","","","","","","","",""
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2052742459629932875","5h","iya lagiii","","","1","https://x.com/igotsan/status/2052742459629932875/analytics","32","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","Replying to","https://x.com/foriwoof","@foriwoof","",""
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2050561932864770455","May 2","Hai Kak, maaf buat aksesnya. Coba OFF ON HPnya dulu yuk, jika masih sama silakan bisa infokan nomor IM3, lokasi (Jalan, Kelurahan, Kecamatan, Kota), dan sinyal bar yang muncul melalui DM, agar dapat aku bantu lebih lanjut. Terima kasih^Adis","","","2","https://x.com/indosat/status/2050561932864770455/analytics","298","","","","","","","Replying to","https://x.com/toztanoyzz","@toztanoyzz","",""
"https://x.com/rdtbt27","https://pbs.twimg.com/profile_images/1972910842783113216/PTTzHFzd_normal.jpg","Shirogane Arata","","@rdtbt27","·","https://x.com/rdtbt27/status/2052823249629937824","37m","Kalau aku paling masuk itu bonus cloud 200gb selama 180 hampir setengah tahun. Emang lagi baik","Indosat","ni","","https://x.com/rdtbt27/status/2052823249629937824/analytics","","","","","","","","Replying to","https://x.com/layoutbuatkamu","@layoutbuatkamu","",""
"https://x.com/flowminie","https://pbs.twimg.com/profile_images/1979166269766078464/Q_-HoVVR_normal.jpg","lily²⁷","","@flowminie","·","https://x.com/flowminie/status/2052810353780908110","1h","kebiasaan","Indosat","","","https://x.com/flowminie/status/2052810353780908110/analytics","5","","","Parody account","","jaden","","23h","","Quote","https://pbs.twimg.com/profile_images/1796313709637459969/9Uewtuh0_mini.jpg",""
"https://x.com/RedKnights77_","https://pbs.twimg.com/profile_images/1966271716554051584/6pj1n32N_normal.jpg","Knight77","","@RedKnights77_","·","https://x.com/RedKnights77_/status/2052709597052559492","8h","Ini inet","indosat","apa semuanya sih?
WA jam kotak, tiktok g bsa dibuka","","https://x.com/RedKnights77_/status/2052709597052559492/analytics","73","","","","","","","","","","",""
"https://x.com/Agen_properti_","https://pbs.twimg.com/profile_images/2024121509938450432/OwPb8fp7_normal.jpg","Yulius.zenith","","@Agen_properti_","·","https://x.com/Agen_properti_/status/2052701792014836076","8h","tolong bantu.. Japri saya
Udah isi data, tp gak masuk.. Urgent","","","1","https://x.com/Agen_properti_/status/2052701792014836076/analytics","92","","","","","@indosat","","","","","",""
"https://x.com/Agen_properti_","https://pbs.twimg.com/profile_images/2024121509938450432/OwPb8fp7_normal.jpg","Yulius.zenith","","@Agen_properti_","·","https://x.com/Agen_properti_/status/2052701792014836076","8h","tolong bantu.. Japri saya
Udah isi data, tp gak masuk.. Urgent","","","1","https://x.com/Agen_properti_/status/2052701792014836076/analytics","92","","","","","@indosat","","","","","",""
"https://x.com/lheesjakeyy_","https://pbs.twimg.com/profile_images/1982975403343114240/XxfrfPll_normal.jpg","˖ ࣪ ‹ heejakelvr 𖥔 ࣪ ᥫ᭡","https://abs.twimg.com/emoji/v2/svg/1fa76.svg","@lheesjakeyy_","·","https://x.com/lheesjakeyy_/status/2052749174811267247","5h","sunghoon","indosat","bapack bapack banget gaya lu yaa","","https://x.com/lheesjakeyy_/status/2052749174811267247/analytics","52","","","","","","","Replying to","https://x.com/shoonheree","@shoonheree","",""
"https://x.com/gloriouspowpose","https://pbs.twimg.com/profile_images/2028283224166924288/IK_zO5oe_normal.jpg","f a l i z ◐","","@gloriouspowpose","·","https://x.com/gloriouspowpose/status/2052682196230803679","9h","Sinyal","","","1","https://x.com/gloriouspowpose/status/2052682196230803679/analytics","184","","","@indosatim3","","@indosat","","","","","",""
"https://x.com/uekageyama","https://pbs.twimg.com/profile_images/1816381831727702019/cUobd6y3_normal.jpg","seya indosat","","@uekageyama","·","https://x.com/uekageyama/status/2052784316917416214","3h","udah... tapi doain selamat yak...","","","","https://x.com/uekageyama/status/2052784316917416214/analytics","11","","","","","seya indosat","","9h","","Quote","https://pbs.twimg.com/profile_images/1816381831727702019/cUobd6y3_mini.jpg",""
"https://x.com/moleucools","https://pbs.twimg.com/profile_images/2043610385174179840/5myuEPKl_normal.jpg","ociz","","@moleucools","·","https://x.com/moleucools/status/2052765376594026592","4h","nyesal beli kuota","Indosat","","1","https://x.com/moleucools/status/2052765376594026592/analytics","79","https://abs.twimg.com/emoji/v2/svg/1f624.svg","2","","","","","","","","",""
"https://x.com/Tokyoolario","https://pbs.twimg.com/profile_images/2052251340445982720/wEKSEeFu_normal.jpg","syukasyemua","https://abs.twimg.com/emoji/v2/svg/1f61a.svg","@Tokyoolario","·","https://x.com/Tokyoolario/status/2052394717367996441","May 7","jelek bgt sinyal","Indosat","","1","https://x.com/Tokyoolario/status/2052394717367996441/analytics","55","https://abs.twimg.com/emoji/v2/svg/1f62b.svg","","","https://abs.twimg.com/emoji/v2/svg/1fa90.svg","","","","","","",""
"https://x.com/kucingbuntung","https://pbs.twimg.com/profile_images/2032099285991636998/eyt11Krc_normal.jpg","Ujib Ska","","@kucingbuntung","·","https://x.com/kucingbuntung/status/2052300927483433468","May 7","error","Indosat","","1","https://x.com/kucingbuntung/status/2052300927483433468/analytics","71","","","","","","","","","","",""
"https://x.com/mlabibfairuz","https://pbs.twimg.com/profile_images/1717409562129764352/ZI0mO_-4_normal.png","M. Labib Fairuz Ibad","","@mlabibfairuz","·","https://x.com/mlabibfairuz/status/2052721597661036868","7h","apaya ini","indosat","lemottt","","https://x.com/mlabibfairuz/status/2052721597661036868/analytics","21","","","","","","","","","","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050176102191300983","May 1","WAHHHH GILA SIHHH INI KEREN BANGETTT","","","12","https://x.com/jojijibeomsukyu/status/2050176102191300983/analytics","1.7K","","75","Fan account","","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050172721716461568/img/A9Iie_LkvBHIsUB_.jpg","blob:https://x.com/06841d13-cf64-413c-8718-e550443933c1"
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2052745274414747770","5h","","","","","https://x.com/igotsan/status/2052745274414747770/analytics","59","","#보이넥스트도어","","","#BOYNEXTDOOR","#BOYNEXTDOORHOME","Replying to","https://x.com/BND_GL0BAL","@BND_GL0BAL","",""
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2052744838421028953","5h","Ayo nangis barengg","","","","https://x.com/igotsan/status/2052744838421028953/analytics","10","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","Replying to","https://x.com/yeppiyuhuu","@yeppiyuhuu","",""
"https://x.com/indosat","https://pbs.twimg.com/profile_images/2039626569426317312/ufIaht8Q_normal.jpg","Indosat Ooredoo Hutchison","","@indosat","·","https://x.com/indosat/status/2051672577714569315","May 5","Hai Kak, maaf untuk pengalamannya ya. Bisa coba OFF ON HP dulu, kemudian atur jaringan manual dan coba kembali. Jika masih terkendala, mohon infokan nama, nomor dan detail alamat via DM agar bisa dibantu cek. Terimakasih ^Rana","","","2","https://x.com/indosat/status/2051672577714569315/analytics","195","","","","","","","Replying to","https://x.com/kajcser","@kajcser","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050184054470062399","May 1","JUJURRR INI TERLALU GEMASSS AKU KELEBIHAN GULAA NANTIIII","","","1","https://x.com/jojijibeomsukyu/status/2050184054470062399/analytics","385","","8","Fan account","","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050182893008539648/img/LdElT2V0SH-ChwJg.jpg","blob:https://x.com/92d068ab-6117-4ba9-8d15-dfb20b4bc02b"
"https://x.com/bluewoonishere","https://pbs.twimg.com/profile_images/1727922940430499840/SjGkNboi_normal.jpg","rara indosat","","@bluewoonishere","·","https://x.com/bluewoonishere/status/2052806279052382606","1h","iyalah selama end shift gapernah minus boyy","","","","https://x.com/bluewoonishere/status/2052806279052382606/analytics","9","","","","","astrology bot","","7h","","Quote","https://pbs.twimg.com/profile_images/1394800170290843649/eSMhUxwe_mini.jpg",""
"https://x.com/ujangsokbreker","https://pbs.twimg.com/profile_images/1939122861752438784/ki2rcUEq_normal.jpg","badrol indosat","","@ujangsokbreker","·","https://x.com/ujangsokbreker/status/2052697678124048839","8h","Kenapa voucher tiktokku gk murah lagi","","","","https://x.com/ujangsokbreker/status/2052697678124048839/analytics","33","https://abs.twimg.com/emoji/v2/svg/1f494.svg","","","https://abs.twimg.com/emoji/v2/svg/1f494.svg","","","","","","",""
"https://x.com/jholphone","https://pbs.twimg.com/profile_images/1826789889469214721/bFMHx0r2_normal.jpg","jholphone","https://abs.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg","@jholphone","·","https://x.com/jholphone/status/2051839508140949706","May 6","sinyal","indosat","lagi jelek banget kah? masa kuotaku baru ngisi ga bisa dipake??","1","https://x.com/jholphone/status/2051839508140949706/analytics","492","","2","@CareIM3","","","","","","","",""
"https://x.com/si_sukajajan","https://pbs.twimg.com/profile_images/1876461145164529664/JZ582iod_normal.jpg","apin 2 (indosat)","","@si_sukajajan","·","https://x.com/si_sukajajan/status/2052753910994276648","5h","manteb ga buat main homescape sama township?","","","1","https://x.com/si_sukajajan/status/2052753910994276648/analytics","4","","","","","","","Replying to","https://x.com/onionchildz","@onionchildz","",""
"https://x.com/si_sukajajan","https://pbs.twimg.com/profile_images/1876461145164529664/JZ582iod_normal.jpg","apin 2 (indosat)","","@si_sukajajan","·","https://x.com/si_sukajajan/status/2052718729780396470","7h","spill tab km kak","","","1","https://x.com/si_sukajajan/status/2052718729780396470/analytics","11","","1","","","","","Replying to","https://x.com/onionchildz","@onionchildz","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050176102191300983","May 1","WAHHHH GILA SIHHH INI KEREN BANGETTT","From","","12","https://x.com/jojijibeomsukyu/status/2050176102191300983/analytics","1.7K","","75","Fan account","","𝑺𝑶𝑺.","#SMTR25","","","","https://pbs.twimg.com/profile_images/1914994407721594880/LWji6fsT_normal.jpg","blob:https://x.com/06841d13-cf64-413c-8718-e550443933c1"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050182174616563732","May 1","lucu bangettt si pink satu ini","","mawu bawa pulanggg","1","https://x.com/jojijibeomsukyu/status/2050182174616563732/analytics","586","https://abs.twimg.com/emoji/v2/svg/1f624.svg","9","Fan account","https://abs.twimg.com/emoji/v2/svg/1f624.svg","","#HYUNJUN","","","","https://pbs.twimg.com/amplify_video_thumb/2050180053426929664/img/KS-5Wxsx4JO0hNi4.jpg","blob:https://x.com/944cc5d4-2ba7-4033-a9f3-e444c68a1bf6"
"https://x.com/chelseastore_co","https://pbs.twimg.com/profile_images/1834118106496876544/_o6GIFvv_normal.jpg","𝑪𝒉𝒆𝒍𝒔𝒆𝒂.","","@chelseastore_co","·","https://x.com/chelseastore_co/status/2052637262954013128","12h","need kuota","indosat","1gb 14hr / 28 / 30 hr","3","https://x.com/chelseastore_co/status/2052637262954013128/analytics","257","","1","","","","#zonauang","","","","",""
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050836707000672739","May 3","EEHHHH KOK AKU BARU LIATTT????? INI GEMES BANGET PLISSSSSS","","","1","https://x.com/jojijibeomsukyu/status/2050836707000672739/analytics","235","","4","Fan account","","","#SMTR25","","","","https://pbs.twimg.com/amplify_video_thumb/2050588186368495616/img/3p5bRefPf1n6pZg8.jpg","blob:https://x.com/ce2d5efd-d067-45ad-a1b9-5b652dcfc4eb"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050176102191300983","May 1","WAHHHH GILA SIHHH INI KEREN BANGETTT","𝑺𝑶𝑺.","","12","https://x.com/jojijibeomsukyu/status/2050176102191300983/analytics","1.7K","","75","Fan account","","","#SMTR25","From","","0:03 / 2:24","https://pbs.twimg.com/profile_images/1914994407721594880/LWji6fsT_normal.jpg","blob:https://x.com/06841d13-cf64-413c-8718-e550443933c1"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050184054470062399","May 1","JUJURRR INI TERLALU GEMASSS AKU KELEBIHAN GULAA NANTIIII","From","","1","https://x.com/jojijibeomsukyu/status/2050184054470062399/analytics","385","","8","Fan account","","머지","#SMTR25","","","","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/92d068ab-6117-4ba9-8d15-dfb20b4bc02b"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050184054470062399","May 1","JUJURRR INI TERLALU GEMASSS AKU KELEBIHAN GULAA NANTIIII","머지","","1","https://x.com/jojijibeomsukyu/status/2050184054470062399/analytics","385","","8","Fan account","","","#SMTR25","From","","","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/92d068ab-6117-4ba9-8d15-dfb20b4bc02b"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050182174616563732","May 1","lucu bangettt si pink satu ini","From","mawu bawa pulanggg","1","https://x.com/jojijibeomsukyu/status/2050182174616563732/analytics","586","https://abs.twimg.com/emoji/v2/svg/1f624.svg","9","Fan account","https://abs.twimg.com/emoji/v2/svg/1f624.svg","머지","#HYUNJUN","","","","https://pbs.twimg.com/profile_images/1951200078074400769/zQ-sMEnl_normal.jpg","blob:https://x.com/944cc5d4-2ba7-4033-a9f3-e444c68a1bf6"
"https://x.com/heedoyaaa","https://pbs.twimg.com/profile_images/1955467012970516483/lfJYB7N3_normal.jpg","nab","","@heedoyaaa","·","https://x.com/heedoyaaa/status/2052751836474658817","5h","aku sudah dm ya kak","","","1","https://x.com/heedoyaaa/status/2052751836474658817/analytics","41","","","","","","","Replying to","https://x.com/indosat","@indosat","",""
"https://x.com/Sleafig_0110","https://pbs.twimg.com/profile_images/2035159731740827650/qxVRzx8y_normal.jpg","NiteGirl_4869","","@Sleafig_0110","·","https://x.com/Sleafig_0110/status/2052762459912773741","4h","Iya kak..ini udah pake Wifi tp DMnya ttp g kebuka2..g ngerti juga..","","","1","https://x.com/Sleafig_0110/status/2052762459912773741/analytics","47","","","","","","","Replying to","https://x.com/indosat","@indosat","",""
"https://x.com/efenerr","https://pbs.twimg.com/profile_images/1811285200611250176/9l8C04Cs_normal.jpg","Farchan Noor Rachman","","@efenerr","·","https://x.com/efenerr/status/2052539723680514235","19h","kalau 5G malah sering lemotnya daripada 4G.","indosat","","2","https://x.com/efenerr/status/2052539723680514235/analytics","1K","","1","","","","","","","","",""
"https://x.com/layoutbuatkamu","https://pbs.twimg.com/profile_images/1957807298136666115/Pd14aQ9s_normal.jpg","Zen","","@layoutbuatkamu","·","https://x.com/layoutbuatkamu/status/2052786063551418668","3h","Baru tau","indosat","collab bareng gemini","2","https://x.com/layoutbuatkamu/status/2052786063551418668/analytics","20","https://abs.twimg.com/emoji/v2/svg/1f62d.svg","","","https://abs.twimg.com/emoji/v2/svg/1f60d.svg","","","","","","",""
"https://x.com/daisukekannbe","https://pbs.twimg.com/profile_images/2040063219918925824/nDZmhB7l_normal.jpg","daii","","@daisukekannbe","·","https://x.com/daisukekannbe/status/2052378203168387423","May 7","gajelas bgt sinyalnya","indosat","","1","https://x.com/daisukekannbe/status/2052378203168387423/analytics","60","","","","","","","","","","",""
"https://x.com/Sleafig_0110","https://pbs.twimg.com/profile_images/2035159731740827650/qxVRzx8y_normal.jpg","NiteGirl_4869","","@Sleafig_0110","·","https://x.com/Sleafig_0110/status/2052750571573268716","5h","DM g kebuka2 kak..di reply sini aja..dari sore kyk gini trus","","","1","https://x.com/Sleafig_0110/status/2052750571573268716/analytics","36","","","","","","","Replying to","https://x.com/indosat","@indosat","",""
"https://x.com/ourchooze","https://pbs.twimg.com/profile_images/2051875322065481728/pFljObpn_normal.jpg","𝑹𝒓 seysha","","@ourchooze","·","https://x.com/ourchooze/status/2052389032437686655","May 7","jaringan burik, harga makin mahal. ah elah","Indosat","","20","https://x.com/ourchooze/status/2052389032437686655/analytics","289","","1","","","","","","","","",""
"https://x.com/ordinnarygirlll","https://pbs.twimg.com/profile_images/1988113549160599552/w_JRG7B7_normal.jpg","tata indosat","","@ordinnarygirlll","·","https://x.com/ordinnarygirlll/status/2052724725609357486","7h","maaf mi seharian ini bener bener gada interaksi, aku cape..","","","","https://x.com/ordinnarygirlll/status/2052724725609357486/analytics","4","","","","","","","","","","",""
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2050175627832234326","May 1","","GIF","","1","https://x.com/igotsan/status/2050175627832234326/analytics","10","","1","","","","","Replying to","https://x.com/100804zip","@100804zip","","https://video.twimg.com/tweet_video/HHOv3QvacAABXk3.mp4"
"https://x.com/jojijibeomsukyu","https://pbs.twimg.com/profile_images/2037807997976715264/Nh8bCP56_normal.jpg","titi indosat","","@jojijibeomsukyu","·","https://x.com/jojijibeomsukyu/status/2050836707000672739","May 3","EEHHHH KOK AKU BARU LIATTT????? INI GEMES BANGET PLISSSSSS","","","1","https://x.com/jojijibeomsukyu/status/2050836707000672739/analytics","235","","4","Fan account","","","#SMTR25","From","","0:01 / 0:08","https://pbs.twimg.com/profile_images/1912512687797325825/7kkwywLn_normal.jpg","blob:https://x.com/ce2d5efd-d067-45ad-a1b9-5b652dcfc4eb"
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2050175627832234326","May 1","","GIF","","1","https://x.com/igotsan/status/2050175627832234326/analytics","10","","1","","","","","Replying to","https://x.com/100804zip","@100804zip","","https://video.twimg.com/tweet_video/HHOv3QvacAABXk3.mp4"
"https://x.com/igotsan","https://pbs.twimg.com/profile_images/2052028234301403136/cvsnl4za_normal.jpg","pepi indosat","https://abs.twimg.com/emoji/v2/svg/1f345.svg","@igotsan","·","https://x.com/igotsan/status/2052743612782477644","5h","Halo","","","","https://x.com/igotsan/status/2052743612782477644/analytics","11","","","","","","","Replying to","https://x.com/tecanmeong","@tecanmeong","",""
"https://x.com/kthvglxy","https://pbs.twimg.com/profile_images/2042171152718831616/URrqpDnW_normal.jpg","rai ✿","","@kthvglxy","·","https://x.com/kthvglxy/status/2050615890128015615","May 2","kenapa tiba tiba sinyalnya jadi lelet sih","indosat","","1","https://x.com/kthvglxy/status/2050615890128015615/analytics","448","","2","","","","","","","","",""
"https://x.com/keedehara","https://pbs.twimg.com/profile_images/2046560763763212288/F6x6RyhX_normal.jpg","Kirara Indosat","https://abs.twimg.com/emoji/v2/svg/1f408-200d-2b1b.svg","@keedehara","·","https://x.com/keedehara/status/2052676280072712259","10h","doakan me resign dn mndaptkan tempat kerja yg egk toksik toksik bgini lagi (mf rant dkit)","","","9","https://x.com/keedehara/status/2052676280072712259/analytics","178","","6","","","","","","","","",""
"https://x.com/nndadw_","https://pbs.twimg.com/profile_images/2004266343911333888/1lt4OVQr_normal.jpg","_","","@nndadw_","·","https://x.com/nndadw_/status/2052087632516218894","May 7","sinyal lu jelek bgt","","buat streaming 360p aja 3 detik buffering","2","https://x.com/nndadw_/status/2052087632516218894/analytics","363","","1","","","@indosat","","","","","",""
"https://x.com/Sleafig_0110","https://pbs.twimg.com/profile_images/2035159731740827650/qxVRzx8y_normal.jpg","NiteGirl_4869","","@Sleafig_0110","·","https://x.com/Sleafig_0110/status/2052733839357915208","6h","Udah coba on/off beberapa kali..tp tetep aja masih ilang timbul.","","","1","https://x.com/Sleafig_0110/status/2052733839357915208/analytics","35","","","","","","","Replying to","https://x.com/indosat","@indosat","",""
